#IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG00428	-0.0149439	0.0323343	-0.00182881	-0.0168697	8.17021e-05	-0.00173218	-0.00200564	-0.00109692	-0.00207146	0.000812359
HG00436	-0.0146852	0.0297784	-0.00462788	-0.00482323	0.000487112	0.00294891	0.000220536	0.000515774	0.000559818	-0.000359278
HG00437	-0.015572	0.0353389	-0.0103038	-0.0137166	0.000132997	0.00175292	-0.00126066	-0.000696913	-0.000738791	0.00113004
HG00442	-0.0148563	0.0318067	-0.00913359	-0.0132279	0.00100372	0.00260531	-0.00147284	-0.00260607	0.00027474	0.00228627
HG00443	-0.0158158	0.034735	-0.00715152	-0.0135763	-0.000473448	-0.000542722	0.00151778	4.10826e-05	-0.00221982	0.000649502
HG00445	-0.0139239	0.0366017	-0.00892135	-0.0130923	0.000166391	0.000500633	-0.00308081	-0.00241403	0.00122868	-6.89379e-05
HG00446	-0.0152546	0.0349663	-0.00808047	-0.0153682	-0.00059298	0.00125203	0.00425783	0.00105174	0.0004316	-0.00205093
HG00448	-0.014433	0.0337149	-0.0113984	-0.00988679	0.000670923	-0.002206	-0.00129006	-0.000354341	0.0010179	0.00151713
HG00449	-0.015127	0.034343	-0.00732529	-0.0032877	-0.000957973	-0.00308507	-0.000199276	-0.00159386	-0.000272169	0.000720483
HG00451	-0.0154888	0.0363007	-0.00745368	-0.0163472	0.000483562	0.00130605	8.53753e-05	0.000124969	0.000576318	0.00126982
HG00452	-0.0149445	0.0375469	-0.00800079	-0.0182432	0.000779009	-0.000897362	-0.00211238	-0.00159716	-0.000375513	-0.00137867
HG00457	-0.0146172	0.0315349	-0.000444479	-0.0123537	-0.000941893	0.00229841	1.95233e-07	0.00107648	0.000189412	-0.000735893
HG00458	-0.014228	0.0357321	-0.00600133	-0.0193697	0.000201885	0.00290526	-0.00017139	0.00220056	0.000614264	0.00198364
HG00463	-0.0142115	0.0376369	-0.00761431	-0.0162047	-0.000203312	-0.00294795	4.25566e-05	0.00189204	0.000735987	-0.000476895
HG00464	-0.0157426	0.0323501	-0.00822228	-0.00950572	0.000713502	0.00118598	0.00154526	0.00262957	0.000215517	-0.00284897
HG00472	-0.0151059	0.0354043	-0.010776	-0.00188653	0.000151329	0.000607925	0.00254668	0.000168065	-0.00200347	-0.00114994
HG00473	-0.0149753	0.0341653	-0.00296625	-0.0113865	-0.000439161	0.00453792	-0.000346201	0.00054749	0.00220922	0.00310727
HG00475	-0.0143148	0.0337351	-0.00454103	-0.0120841	0.000149242	-0.00245978	0.00334435	-0.00045087	0.0020698	-0.00220366
HG00476	-0.015234	0.0319881	-0.011167	-0.00377077	-7.70538e-05	0.0021506	0.000777386	-0.000936547	-0.00146619	0.000372795
HG00478	-0.0155661	0.0361678	-0.012044	-0.0112049	-0.000470033	-0.000652068	-0.00150873	0.00202316	0.00100042	-0.00058104
HG00479	-0.0150056	0.035914	-0.00827903	-0.014841	0.00143072	0.000261948	-0.000141081	0.00340228	0.00164841	-0.00156745
HG00500	-0.0152632	0.0379475	-0.00856077	-0.00325999	0.00243383	-8.44883e-05	0.000467424	0.00134173	-0.00090401	0.00063434
HG00513	-0.0147481	0.0325552	-0.00133615	-0.0176783	0.000900516	0.000383345	0.00206947	-0.00098601	-0.000332516	-0.00382653
HG00524	-0.0134216	0.0322913	-0.00569968	-0.00667538	-0.00115761	0.00120902	-0.000213713	-1.502e-05	-0.000320317	-0.000834783
HG00525	-0.0150341	0.034972	-0.00708025	-0.0156639	0.000727944	-0.000723968	-0.0019193	-0.00198279	-0.000937748	-0.00108116
HG00530	-0.0152275	0.0363728	-0.00806725	-0.0149062	4.63335e-05	0.00142646	0.00193944	0.000286596	-0.00209997	0.00125429
HG00531	-0.0138714	0.0362348	-0.00896162	-0.0155047	0.000708658	0.00191155	0.000365256	0.000355951	0.00139267	0.0002855
HG00533	-0.0146581	0.033347	-0.0110404	-0.01439	-0.00103245	-0.00241893	0.00122859	0.000835169	-0.000391	-0.000772804
HG00534	-0.0146628	0.0339766	-0.00750471	-0.0136353	0.00163265	0.000100537	-0.000594328	-3.41379e-05	0.0022925	-0.000668134
HG00536	-0.0146876	0.03294	-0.00772914	-0.00488473	0.000457339	-0.000133921	-0.000125026	0.000285458	0.000770415	-0.00165332
HG00537	-0.0148401	0.0344925	-0.00695522	-0.0111408	-9.42298e-05	-0.000127874	-0.00143858	0.000599194	-0.000743236	0.00208835
HG00542	-0.0146289	0.0350832	-0.00779054	-0.0165136	0.00149577	0.000758553	-0.000179086	-0.000353773	0.000223834	-0.001235
HG00543	-0.015072	0.0333067	-0.0127376	-0.00564062	-0.000795911	0.00121555	0.000211323	0.000682219	0.000916807	-0.000573798
HG00551	-0.009724	-0.0224259	-0.017405	-0.0143782	-0.00183131	-0.00242015	0.00443477	0.000255948	0.00517295	0.000282187
HG00553	0.00510067	-0.0113097	-0.0152431	0.0101047	-0.0136472	-0.000973933	-0.0059997	-0.00623499	0.00347972	-0.0174112
HG00554	-0.00995569	-0.0224784	-0.00972743	-0.0152706	-0.00145848	0.0019086	-0.00172266	-0.000832325	0.00192886	-0.00298453
HG00556	-0.014739	0.0329015	-0.00227238	-0.0150378	-0.00106297	0.00220909	-0.000208984	0.00225082	0.00229329	0.0031002
HG00557	-0.0155161	0.0404924	-0.00716543	-0.0164327	-0.00103136	-0.000337437	0.0010269	-0.000792196	-0.00282817	-9.54461e-05
HG00559	-0.0150655	0.0348314	-0.00543208	-0.00891513	0.00220742	0.00159214	-0.00123026	-0.00215429	0.00223699	-0.000489549
HG00560	-0.0154444	0.0354419	-0.00688704	-0.00928871	0.00176279	-0.000440254	-0.0022958	-0.000585446	0.000457544	0.000340796
HG00565	-0.0148396	0.0375659	-0.00851704	-0.0135976	-0.000247791	-0.000323647	-0.000742912	-0.00103856	2.56406e-05	-0.000173393
HG00566	-0.015409	0.0321944	-0.0056461	-0.0143437	0.00187971	0.000797047	0.00135044	-0.000669248	-0.000126488	-0.00118505
HG00580	-0.0158198	0.035201	-0.00975676	0.000778738	-0.000201076	0.00159326	0.00186265	0.000678246	-0.000466783	-0.00132807
HG00581	-0.0144823	0.0320017	-0.00657899	-0.0123369	0.00117491	-0.0021956	0.000348001	0.000375959	0.000727859	0.00207495
HG00583	-0.0145392	0.038182	-0.00628645	-0.0144682	-0.000379781	-0.00225405	0.00175655	-0.00252644	0.00113446	-0.00160558
HG00584	-0.015931	0.0384951	-0.00499925	-0.00825335	0.0012006	0.000623001	0.000530217	0.000796926	-0.000355674	-0.000173816
HG00589	-0.0145073	0.0335037	-0.00623484	-0.00292555	0.00146096	-0.000152247	-0.000112743	0.00261881	-0.00163439	-0.00143995
HG00590	-0.0144449	0.0320267	-0.00299819	-0.013731	-0.000141473	0.000979533	-0.00148097	0.000920273	-0.000612398	-0.000391244
HG00592	-0.0145383	0.033376	-0.00369249	-0.00977841	7.21233e-05	0.0015776	0.0013862	-0.00143325	-0.000621647	-0.000528209
HG00593	-0.014735	0.036642	-0.0103586	-0.012728	-0.000716634	-8.60534e-05	0.00174257	2.49935e-05	0.00229525	-0.000969754
HG00595	-0.0154789	0.0374276	-0.00289556	-0.00692573	0.000631059	0.00164712	0.000214123	0.00108273	0.000578039	-0.00138259
HG00596	-0.0160061	0.0354058	-0.00703381	-0.00188595	0.000561592	-0.000545964	-0.00125658	-0.000833584	-0.00109609	0.000411178
HG00598	-0.0144097	0.0357018	-0.0042845	-0.00821303	-0.000497859	-0.00291655	-0.00576176	-0.00561274	0.000366601	0.00671661
HG00599	-0.0147598	0.0359856	-0.00836553	-0.0175949	0.00266409	-0.000974941	0.000972156	0.00236304	0.00249548	5.74434e-05
HG00607	-0.0152632	0.0328446	-0.00708715	-0.00387621	0.000316787	0.00134732	0.00190089	-0.00119256	-0.000294282	0.00115348
HG00608	-0.0156732	0.0346865	-0.0080054	-0.0131677	0.000345391	0.000121205	0.000835615	-7.21586e-05	0.000249999	-0.00140968
HG00610	-0.0149897	0.0339528	2.69146e-05	-0.00406621	-9.70564e-05	-0.00189462	-0.00303559	-0.00255996	-0.00171586	0.000124593
HG00611	-0.0139747	0.0325633	-0.00500124	-0.00762036	-0.00124562	0.000312429	0.00114953	-0.000406652	0.000565032	0.000440079
HG00613	-0.0146078	0.0364936	0.000880374	-0.0128574	-0.000935828	-0.00334268	0.00032616	-0.00415835	-0.00307747	0.00148101
HG00614	-0.0139963	0.0340999	-0.00749962	-0.010591	4.54694e-05	0.000915296	0.00104667	-0.00350691	-0.000827249	-0.000940776
HG00619	-0.0154275	0.0379547	-0.0113756	-0.00906298	-0.000138202	0.000866984	0.000220954	0.000223519	-0.00111088	0.000113346
HG00620	-0.014923	0.0359279	-0.00932126	-0.0142964	0.00149	-0.00216814	-0.00160057	-0.000603163	-0.00125528	-0.000136636
HG00622	-0.0147922	0.0341217	-0.00829819	-0.00666558	-0.00106439	0.00418733	-0.000350041	-0.00242503	0.000298028	0.00047197
HG00623	-0.013958	0.0355123	-0.00671551	-0.0141481	-0.000587563	-9.41577e-06	0.000358209	0.00332614	0.000773793	-0.00300775
HG00625	-0.0151803	0.0335199	-0.00427605	-0.0131156	0.00034941	-0.00210781	-0.001113	0.00173583	-0.00015298	0.000678677
HG00626	-0.0146585	0.029494	-0.00597797	-0.00468373	-0.00139076	0.00192054	-0.00076834	-0.00197699	-0.00201108	0.00144552
HG00628	-0.0139994	0.0330105	-0.00512411	-0.00837765	-0.00105701	0.000915388	0.00332209	0.00264731	0.00129826	-0.00025285
HG00629	-0.016331	0.0307111	-0.0100047	-0.00523974	0.000633728	0.000229272	8.24948e-05	0.000560981	-0.000314789	-0.00167487
HG00631	-0.0141928	0.0361336	-0.0122446	-0.0172006	8.9644e-05	0.000564516	0.0030877	-0.00085932	0.000389458	-0.000663238
HG00632	-0.0159731	0.0384157	-0.00868955	-0.00661434	0.00120607	-0.000504183	0.00211224	0.00335171	0.0015061	-0.00267605
HG00634	-0.0149328	0.0325905	-0.00621438	0.00351703	-0.000249657	0.0013874	0.00149605	-3.73006e-05	-0.000412844	-0.000148362
HG00637	-0.0055496	-0.0137327	-0.0140658	-2.30936e-05	0.00403238	-0.00463323	-0.00181168	-0.000232161	0.000147893	-0.00383526
HG00638	-0.00155527	-0.00930316	-0.0220854	0.0216565	-0.00186591	0.0160684	-0.000880966	0.000969556	0.000369944	-0.00394918
HG00640	-0.0103238	-0.0201364	-0.0146771	-0.010238	-0.00119796	-0.00222348	-0.0031691	-0.00166822	-0.000370454	0.00153782
HG00641	-0.00680794	-0.0213773	-0.0162651	-0.00177145	-0.00356864	-0.00536632	0.000896855	0.00114139	-0.0016845	-0.00323092
HG00650	-0.015277	0.0320204	-0.00648472	-0.0102518	0.000294914	-0.00151999	0.00206999	0.0020769	0.000124312	-1.61153e-06
HG00651	-0.0137919	0.0353681	-0.0061807	-0.0105749	-0.0015545	0.00207549	0.00164163	-0.000819535	0.000176034	-0.00119384
HG00653	-0.0151753	0.0360737	0.000255065	-0.0108569	0.00251915	-0.000590029	0.00104213	-0.000688592	-0.000658307	-0.000558919
HG00654	-0.0147691	0.0372554	0.00447081	-0.0114574	-8.04984e-05	-0.00118785	0.000715937	-0.000380596	-0.000205556	0.00197067
HG00656	-0.0151451	0.035504	0.000399133	-0.0107763	0.00184472	0.000791358	0.00123575	0.00101093	-0.00054379	-0.0016836
HG00657	-0.0139262	0.03241	-0.00836832	-0.0136079	0.000818886	0.000550889	0.000872281	0.00202783	0.00150895	-0.000681292
HG00662	-0.0150511	0.0349115	-0.00718426	-0.012043	0.00248835	-0.000330454	0.00204218	-0.000825082	0.000190773	-0.000787184
HG00663	-0.0146705	0.0364467	-0.011111	-0.0131355	-0.000437717	0.00156303	0.00104835	-0.00205396	-0.000523201	-0.000995009
HG00671	-0.0156487	0.0351238	-0.00656339	-0.0105355	0.000835493	0.000871075	-0.00066634	0.00108852	-0.000933064	0.000603692
HG00672	-0.0144279	0.0323725	-0.00333224	-0.000479944	0.00188019	0.00149761	0.000675515	-0.00253277	2.5497e-05	0.00131526
HG00674	-0.0148987	0.032879	-0.00533457	0.00214601	-0.00054308	0.00330447	0.00381068	0.00224995	0.000316621	9.64712e-06
HG00675	-0.0155279	0.0345731	-0.00447548	-0.0165577	0.00121002	-0.00275541	-0.000128598	0.00102725	0.000222155	-0.00063062
HG00683	-0.0152668	0.0373179	-0.00860203	-0.0133091	1.43007e-06	0.000356119	0.00161697	0.00080939	0.00130515	0.000788704
HG00684	-0.0149641	0.0370331	-0.00962797	-0.00777647	0.000619581	0.000442273	0.00152468	0.000494375	0.000539858	-0.00110809
HG00689	-0.0145721	0.0308825	-0.00607074	-0.0143113	-0.00200969	0.00134237	0.00172538	0.0020521	-0.00117488	-0.00137064
HG00690	-0.0142742	0.0304411	-0.00407232	-0.00952129	0.000860479	-0.000435921	-0.000508459	0.00279378	0.000871432	6.14344e-05
HG00692	-0.014637	0.0345061	-0.00600224	-0.00733104	0.000678259	-0.00168807	3.62525e-05	-0.00205545	0.000578231	-0.000402829
HG00693	-0.0149516	0.0340214	-0.0105783	-0.0127267	0.000927869	-0.00205074	6.28888e-05	-0.000320347	-0.00056479	0.000128837
HG00698	-0.014966	0.0329315	-0.00451032	-0.00259877	0.00201354	0.0013741	0.000346944	-0.00179361	-0.000294382	9.40564e-05
HG00699	-0.0150024	0.0346722	-0.00495873	-0.00808934	0.00178225	0.000931467	-0.000766447	-0.00100364	0.000249586	-0.00120992
HG00701	-0.0145282	0.0328062	-0.00905193	-0.0131798	-0.00018447	-0.00112325	-0.000590307	-0.000719185	0.000404693	-0.00059455
HG00704	-0.0161883	0.0340104	-0.00721668	-0.00452931	3.2911e-05	0.00139455	-0.00107063	-0.00131372	-0.00197556	0.00122513
HG00705	-0.0146622	0.0321756	-0.00605368	-0.0138483	0.00019084	0.0018864	0.00201497	-0.000706262	0.000754892	0.00184279
HG00707	-0.0146047	0.0327841	-0.0043129	-0.00691341	-0.000360507	-0.000810111	0.000866519	-0.00134955	0.000645982	-0.00191808
HG00708	-0.0145596	0.0355498	-0.00791144	-0.00899	-0.000191898	-0.00248293	0.0010346	-0.000222462	-0.0014918	0.00087856
HG00717	-0.0142619	0.0351619	-0.00927381	-0.00897523	-0.000718987	-0.00126398	-0.000392779	0.00308783	0.000591371	-0.000397007
HG00728	-0.0156122	0.036944	-0.00614947	-0.0122803	-0.000720766	-0.00104254	-0.00319548	-0.0028904	-0.00110128	0.000953963
HG00729	-0.015707	0.0349365	-0.0055231	-0.00822719	0.00122101	0.000745533	-0.000939235	-0.000775011	-0.000713691	-0.000451363
HG00731	-0.00992398	-0.0268867	-0.0210134	-0.0294693	-5.41788e-05	-0.00180611	0.0006972	0.000295856	-0.0011159	0.000332703
HG00732	-0.0089521	-0.0216332	-0.0103982	-0.0147557	0.000971798	-0.00130286	-0.00037844	-0.00427999	0.00273932	-0.00257181
HG00734	-0.00334236	-0.0147766	-0.0157872	0.00419963	-0.00204398	-0.00167779	0.00228799	0.00171153	-0.00342583	-0.00129044
HG00736	-0.0107133	-0.0222965	-0.0159681	-0.00516276	-0.00188234	0.00244964	0.00235856	0.00193716	0.000911085	-0.00122693
HG00737	-0.00806698	-0.0205201	-0.0164139	0.00175936	0.000287572	-0.000402982	0.000308584	0.00303817	0.00187522	0.00297316
HG00739	-0.0105587	-0.0232015	-0.00815717	-0.0185004	-0.000506953	0.000457064	-0.000274483	-0.0038336	-0.00157527	-0.00126623
HG00740	-0.00815724	-0.0165761	-0.0179402	0.011485	-0.000488346	-0.00118323	0.00450516	-0.00282302	-0.0066369	-0.0047803
HG00742	-0.00687666	-0.0180815	-0.00994538	-0.0162727	0.00120469	-0.00375167	0.00154702	-0.00159083	0.00285879	-0.00259284
HG00743	-0.00848058	-0.0200876	-0.0192029	0.00516891	0.00204333	0.00170869	0.00138003	-0.00170938	0.000716358	-0.000532529
HG00759	-0.0161277	0.0368288	-0.0081558	-0.0177269	0.00117629	-0.00103573	-0.00149456	0.00269123	0.000699026	-0.00219833
HG00766	-0.0148583	0.0380722	-0.000644501	-0.0172753	-2.11613e-05	-0.00032787	-0.000864988	7.9453e-05	-0.000593547	0.000888832
HG00844	-0.0151976	0.0392643	-0.00394882	-0.0163966	0.000411045	-0.00206224	-0.000609873	0.000496819	0.000476551	-0.000309902
HG00851	-0.0146907	0.0401187	-0.00553366	-0.0161239	-0.00125074	0.000863839	0.00512028	0.000942215	0.00139433	-0.00313274
HG00864	-0.0148071	0.0346342	-0.00211987	-0.015021	0.00139226	-0.00136079	0.000989867	2.09966e-05	-0.00241528	2.19126e-06
HG00867	-0.0138125	0.0363782	-0.00209247	-0.012608	0.00139909	-0.00237907	0.00222775	-0.000547728	0.00108306	-0.00226672
HG00879	-0.0140123	0.0337673	-0.00278232	-0.00401135	-0.000112886	-0.00146104	0.000969424	0.00164687	-0.000325692	-0.000174583
HG00881	-0.0152393	0.0376519	-0.0043472	-0.0125781	-0.000903068	-0.00287242	-0.000453383	0.000141745	0.00194678	0.000848954
HG00956	-0.0144803	0.0375778	-0.00962098	-0.0167642	-0.00304767	-0.00109229	0.00114618	-0.00324133	3.28633e-06	-0.00184595
HG00978	-0.0149253	0.0340971	-0.00843526	-0.00753554	-4.74757e-05	-0.000991231	0.000848669	-0.000894043	-0.000987412	-0.00175699
HG00982	-0.013701	0.0323931	-0.00759937	-0.000465138	-0.00132195	0.00159354	0.000411313	-0.00226811	-0.00143193	-0.00160205
HG01028	-0.0155428	0.040527	-0.00261684	-0.00950136	-0.000329682	-0.00243934	0.00162736	-9.01836e-05	0.000637645	-0.00145306
HG01029	-0.0146351	0.0380508	-0.00119666	-0.00499327	0.000532246	-0.000358171	0.00264631	-0.00208896	-0.000810345	-0.00231985
HG01031	-0.0141634	0.0358149	-0.00633857	-0.0118313	-9.99152e-05	-0.000811678	0.000916018	0.00148362	0.00130871	-0.00138679
HG01046	-0.0143074	0.0326771	-0.00360258	-0.00256976	-0.000642569	0.00182798	0.00172519	0.000471325	-0.000256705	-0.00414879
HG01047	-0.0103179	-0.020372	-0.0115143	-0.00483162	0.00106929	-0.000471247	-0.00053557	-0.000919892	-0.00131841	-0.00173412
HG01048	-0.0103559	-0.00896687	-0.0258373	0.02024	0.0012328	0.000783222	-0.000579543	-0.00124083	0.00017666	0.00164816
HG01049	0.00675156	-0.00827769	-0.0108874	0.00714133	-0.0176305	-0.00796836	0.00106719	0.00234808	-0.00155136	0.0118015
HG01051	-0.00716052	-0.0161485	-0.0169425	-0.00335197	0.0014492	-0.00487186	0.00187552	0.000384706	0.000561746	0.00189615
HG01052	-0.00142798	-0.0157486	-0.0103995	-0.0106598	3.21806e-05	-0.00298779	-0.00361427	-0.00320619	-0.00035521	-0.0042562
HG01054	-0.00979623	-0.0181904	-0.0226369	0.0169535	0.00288839	-0.00242192	0.0014582	-0.000344188	0.00186293	0.000454564
HG01055	-0.00692999	-0.0208398	-0.0277277	-0.000835261	-0.00307297	0.00137407	0.00178093	0.00227323	0.00216127	0.0035404
HG01058	-0.00960598	-0.0120514	-0.0269251	0.00910851	-0.000196652	0.0025679	0.00147245	-0.00194885	0.00132058	-0.00477625
HG01060	-0.0095664	-0.0183101	-0.0113973	-0.012895	-0.0004855	0.000847419	0.00201687	0.000180966	-0.00166539	-0.0019176
HG01061	-0.00797358	-0.0209921	-0.0158422	-0.0196991	0.000307815	-0.00199646	0.00212556	-0.000146159	-0.00202537	0.00181569
HG01063	0.00320356	-0.0170942	-0.0138757	-0.0109182	0.00186652	-0.00619682	0.00237759	0.00289596	0.00383336	-0.000674021
HG01064	-0.00913003	-0.0108871	-0.0231005	0.0126502	0.000600153	-0.000458106	-0.00196345	-0.000929536	0.000172765	-0.000263279
HG01066	-0.0105316	-0.0138076	-0.0290082	0.00878212	-0.000529003	-0.000298645	-0.000744238	-0.00233488	-0.00213721	-0.00158588
HG01067	-0.00917734	-0.0245368	-0.0105494	-0.0180303	-0.000365985	2.69231e-05	-0.000704687	0.000863584	0.000692864	-0.000763759
HG01069	-0.0101015	-0.0200974	-0.0145527	-0.016223	0.00142744	0.000310878	-0.00306811	0.000406214	-7.15497e-05	5.84885e-05
HG01070	-0.00707611	-0.0163784	-0.0127104	0.00243035	-0.00117837	-0.000923487	0.00180151	0.00349934	0.000670569	-0.00265681
HG01072	-0.0107334	-0.0163514	-0.0239132	0.016983	0.000691394	0.000121887	0.000401004	-0.00105735	-0.00219967	-0.00163473
HG01073	-0.00736379	-0.00599966	-0.0231567	0.025123	0.00255028	-0.000591392	0.00241394	0.000796242	0.000611675	-0.00160588
HG01075	-0.0110666	-0.0234606	-0.0156529	-0.0148864	-0.000499775	-0.0021058	0.0002089	-0.0013226	0.000986244	-0.00200231
HG01077	-0.00958627	-0.0227327	-0.0162923	-0.00784593	-0.000926629	-0.000817482	0.00237658	-4.71653e-05	-0.000504989	-0.00221048
HG01079	-0.0119182	-0.0190341	-0.0181687	-0.0143307	0.0029782	-0.00227818	0.000342559	0.00114693	0.00137323	-0.000687376
HG01080	-0.00985748	-0.0191163	-0.0190032	-0.0045879	-0.00157637	-0.00214044	7.44522e-05	-0.00202112	-0.000992675	-0.000269468
HG01082	-0.0126337	-0.00865253	-0.0301315	0.0422197	0.000961505	0.00119886	-0.0036165	-0.0027467	-0.000689851	0.00237505
HG01083	0.00382106	-0.0107311	-0.0164508	0.00227335	0.00975992	-0.0164613	0.00181662	0.00232662	0.00414226	-0.00723848
HG01085	-0.0110825	-0.0169794	-0.0187741	-0.00273995	-0.00110893	0.000231973	-0.00101845	0.000413241	-0.00135502	-0.00319565
HG01086	-0.0103352	-0.0158238	-0.0251504	0.00366697	-0.000849689	0.00117744	0.00211702	0.00142295	-0.00214044	-0.00276497
HG01088	-7.78568e-05	-0.0187871	-0.00942518	-0.00731065	0.000747392	-0.00828405	-0.00225416	0.00272523	-0.000120826	0.00020721
HG01089	-0.00801015	-0.0222781	-0.0117904	-0.00919664	-0.00366006	-6.3881e-05	0.0031139	0.00312149	0.00313415	-0.00200086
HG01092	-0.00267326	-0.0150281	-0.0189031	-0.00209875	5.53857e-05	0.00045284	0.0011673	-0.000899665	-7.38691e-05	-0.00361838
HG01094	-0.00654148	-0.0169384	-0.013395	-0.00065237	-0.00425774	0.00307971	0.00261864	0.00677577	-0.00265998	0.00119302
HG01095	-0.00767516	-0.0245574	-0.015248	-0.0180431	-9.36591e-06	-0.000792343	-0.00239722	-0.00247102	0.00273095	0.000980964
HG01097	-0.00705224	-0.0161289	-0.0176688	-0.00877376	0.00166211	-0.00107124	-0.000678838	0.00142522	-0.0018291	0.000856109
HG01098	-0.0045231	-0.0197856	-0.0207759	0.0196344	0.00130776	-0.00653593	-0.00107192	0.00499057	-0.000310155	-0.000184456
HG01101	0.00174238	-0.00919737	-0.017566	0.00564759	-0.00143711	-0.00281411	-0.00180387	-0.0032579	0.000938319	-0.00639336
HG01102	0.00943036	-0.0117232	-0.00426609	0.00382319	0.00116347	0.000752977	0.00214796	0.00909668	-0.00658345	0.0018264
HG01104	-0.0106501	-0.022756	-0.0143686	-0.00953926	3.64152e-05	-0.000974582	0.00210719	0.00111757	0.000474894	-0.00048664
HG01105	-0.0093015	-0.0232848	-0.00716734	-0.0211368	0.000878553	0.00282669	0.00212667	0.00154776	0.00261162	-0.00258322
HG01107	-0.00621739	-0.0232436	-0.013706	-0.014071	0.00162757	-0.0037853	-0.000709182	-0.00156457	0.00148739	0.00165991
HG01108	0.0209881	-0.00624632	-0.00439156	0.00166624	0.0128815	-0.00707421	-0.00175385	0.0015874	-0.00902792	-0.00125195
HG01110	-0.0113631	-0.0144625	-0.0256771	0.0284079	0.0012855	0.00227888	0.000153878	0.00307908	0.000540789	0.00139737
HG01111	-0.00999603	-0.0163846	-0.0161957	0.00674852	0.00104544	-0.000469336	-0.00303545	0.00373127	0.00146971	0.00086802
HG01112	-0.00906174	-0.0229247	-0.0132006	-0.0192379	-0.00021103	0.00137197	0.00316247	-0.00205878	0.000685809	-0.00248637
HG01113	-0.0107951	-0.0127293	-0.0219105	0.0131337	-0.000664572	-0.000827634	-0.000976834	-0.00114988	0.00183482	-0.000824155
HG01119	-0.0126062	-0.00861431	-0.0269856	0.0355198	-0.000443505	-0.00129191	-0.00185491	0.000752554	-0.00209632	2.01036e-05
HG01121	-0.0120663	-0.0142497	-0.0289772	0.0407352	-0.000209635	-0.00392869	-0.00282404	-0.000264914	-3.22032e-06	0.000546765
HG01122	-0.0095929	-0.00897432	-0.0263955	0.0455623	-0.00181919	-0.00229752	-0.00288603	-0.00159588	-0.0048104	-0.00120167
HG01124	-0.00911161	-0.0181837	-0.0156726	0.00436538	0.00306029	-0.00432959	0.000553094	0.00365814	-0.00122556	0.000698042
